Data,Codigo,Produto,Grupo,Setor,Quantidade_Consumida
2024-02-29,0010,Ceftriaxona 1g,Antibiotico,UTI,19
2024-02-29,0003,Soro Glicosado 5% 500mL,Solucoes,Clínica Médica,43
2024-02-29,0023,Compressa Gaze,Material Hospitalar,Clínica Médica,93
2024-03-01,0004,Equipo Macrogotas,Material Hospitalar,Bloco Cirurgico,63
2024-03-01,0019,Glicose 50%,Solucoes,Clínica Médica,40
2024-03-01,0020,Cateter Venoso 20G,Material Hospitalar,Bloco Cirurgico,82
2024-03-01,0025,Alcool 70%,Material Hospitalar,Urgencia,39
2024-03-01,0013,Ondansetrona 4mg,Medicamento,UTI,34
2024-03-01,0015,Hidrocortisona 100mg,Medicamento,Urgencia,3
2024-03-01,0023,Compressa Gaze,Material Hospitalar,Clínica Médica,88
2024-03-01,0018,Cloreto de Sodio 20%,Solucoes,Bloco Cirurgico,27
2024-03-01,0005,Seringa 10mL,Material Hospitalar,Urgencia,57
2024-03-01,0010,Ceftriaxona 1g,Antibiotico,Urgencia,27
2024-03-01,0007,Agulha 25x7,Material Hospitalar,UTI,109
2024-03-01,0001,Dipirona 500mg/mL,Medicamento,Urgencia,24
2024-03-01,0011,Ampicilina 1g,Antibiotico,Urgencia,24
2024-03-02,0009,Omeprazol 40mg,Medicamento,Bloco Cirurgico,45
2024-03-02,0017,"Atropina 0,25mg/mL",Medicamento,Clínica Médica,30
2024-03-02,0013,Ondansetrona 4mg,Medicamento,Urgencia,59
2024-03-02,0025,Alcool 70%,Material Hospitalar,UTI,54
2024-03-02,0018,Cloreto de Sodio 20%,Solucoes,Urgencia,31
2024-03-02,0024,Esparadrapo,Material Hospitalar,Urgencia,116
2024-03-02,0002,"Soro Fisiologico 0,9% 500mL",Solucoes,Urgencia,55
2024-03-02,0008,Luva Procedimento M,Material Hospitalar,Urgencia,68
2024-03-02,0023,Compressa Gaze,Material Hospitalar,Urgencia,39
2024-03-02,0006,Seringa 20mL,Material Hospitalar,Urgencia,46
2024-03-02,0012,Metoclopramida 10mg,Medicamento,Clínica Médica,37
2024-03-02,0021,Cateter Venoso 22G,Material Hospitalar,UTI,15
2024-03-03,0011,Ampicilina 1g,Antibiotico,Bloco Cirurgico,26
2024-03-03,0008,Luva Procedimento M,Material Hospitalar,Urgencia,55
2024-03-03,0021,Cateter Venoso 22G,Material Hospitalar,Bloco Cirurgico,30
2024-03-03,0010,Ceftriaxona 1g,Antibiotico,Clínica Médica,7
2024-03-03,0012,Metoclopramida 10mg,Medicamento,UTI,1
2024-03-03,0007,Agulha 25x7,Material Hospitalar,UTI,33
2024-03-03,0003,Soro Glicosado 5% 500mL,Solucoes,Clínica Médica,17
2024-03-03,0025,Alcool 70%,Material Hospitalar,UTI,20
2024-03-03,0019,Glicose 50%,Solucoes,Urgencia,21
2024-03-03,0002,"Soro Fisiologico 0,9% 500mL",Solucoes,Bloco Cirurgico,28
2024-03-03,0001,Dipirona 500mg/mL,Medicamento,UTI,37
2024-03-04,0003,Soro Glicosado 5% 500mL,Solucoes,Clínica Médica,30
2024-03-04,0022,Mascara Cirurgica,Material Hospitalar,Clínica Médica,117
2024-03-04,0009,Omeprazol 40mg,Medicamento,Bloco Cirurgico,6
2024-03-04,0010,Ceftriaxona 1g,Antibiotico,UTI,26
2024-03-04,0018,Cloreto de Sodio 20%,Solucoes,UTI,79
2024-03-04,0024,Esparadrapo,Material Hospitalar,Urgencia,97
2024-03-04,0020,Cateter Venoso 20G,Material Hospitalar,UTI,36
2024-03-04,0001,Dipirona 500mg/mL,Medicamento,UTI,57
2024-03-04,0014,Furosemida 20mg,Medicamento,Urgencia,17
2024-03-04,0007,Agulha 25x7,Material Hospitalar,Clínica Médica,87
2024-03-04,0015,Hidrocortisona 100mg,Medicamento,UTI,28
2024-03-04,0025,Alcool 70%,Material Hospitalar,Bloco Cirurgico,13
2024-03-04,0016,Adrenalina 1mg/mL,Medicamento,Bloco Cirurgico,35
2024-03-04,0012,Metoclopramida 10mg,Medicamento,Urgencia,9
2024-03-05,0012,Metoclopramida 10mg,Medicamento,Urgencia,2
2024-03-05,0025,Alcool 70%,Material Hospitalar,Urgencia,44
2024-03-05,0004,Equipo Macrogotas,Material Hospitalar,Urgencia,66
2024-03-05,0015,Hidrocortisona 100mg,Medicamento,Bloco Cirurgico,35
2024-03-05,0016,Adrenalina 1mg/mL,Medicamento,Clínica Médica,8
2024-03-05,0009,Omeprazol 40mg,Medicamento,Clínica Médica,40
2024-03-05,0019,Glicose 50%,Solucoes,Urgencia,11
2024-03-05,0021,Cateter Venoso 22G,Material Hospitalar,Urgencia,45
2024-03-05,0010,Ceftriaxona 1g,Antibiotico,Bloco Cirurgico,1
2024-03-05,0018,Cloreto de Sodio 20%,Solucoes,Urgencia,17
2024-03-05,0002,"Soro Fisiologico 0,9% 500mL",Solucoes,Bloco Cirurgico,9
2024-03-05,0007,Agulha 25x7,Material Hospitalar,Bloco Cirurgico,82
2024-03-05,0014,Furosemida 20mg,Medicamento,Bloco Cirurgico,36
2024-03-05,0024,Esparadrapo,Material Hospitalar,Bloco Cirurgico,72
2024-03-05,0005,Seringa 10mL,Material Hospitalar,Urgencia,18
2024-03-06,0007,Agulha 25x7,Material Hospitalar,Urgencia,99
2024-03-06,0016,Adrenalina 1mg/mL,Medicamento,UTI,47
2024-03-06,0005,Seringa 10mL,Material Hospitalar,Urgencia,43
2024-03-06,0023,Compressa Gaze,Material Hospitalar,Urgencia,17
2024-03-06,0010,Ceftriaxona 1g,Antibiotico,Urgencia,24
2024-03-06,0009,Omeprazol 40mg,Medicamento,UTI,27
2024-03-06,0001,Dipirona 500mg/mL,Medicamento,Urgencia,39
2024-03-06,0019,Glicose 50%,Solucoes,UTI,69
2024-03-06,0017,"Atropina 0,25mg/mL",Medicamento,UTI,30
2024-03-07,0011,Ampicilina 1g,Antibiotico,Bloco Cirurgico,12
2024-03-07,0009,Omeprazol 40mg,Medicamento,UTI,14
2024-03-07,0003,Soro Glicosado 5% 500mL,Solucoes,Clínica Médica,79
2024-03-07,0001,Dipirona 500mg/mL,Medicamento,Urgencia,49
2024-03-07,0018,Cloreto de Sodio 20%,Solucoes,Urgencia,30
2024-03-07,0015,Hidrocortisona 100mg,Medicamento,Bloco Cirurgico,22
2024-03-07,0007,Agulha 25x7,Material Hospitalar,Bloco Cirurgico,96
2024-03-07,0016,Adrenalina 1mg/mL,Medicamento,UTI,8
2024-03-07,0005,Seringa 10mL,Material Hospitalar,Urgencia,78
2024-03-07,0025,Alcool 70%,Material Hospitalar,Clínica Médica,73
2024-03-07,0012,Metoclopramida 10mg,Medicamento,Urgencia,11
2024-03-07,0002,"Soro Fisiologico 0,9% 500mL",Solucoes,Bloco Cirurgico,23
2024-03-08,0009,Omeprazol 40mg,Medicamento,Bloco Cirurgico,47
2024-03-08,0020,Cateter Venoso 20G,Material Hospitalar,Urgencia,30
2024-03-08,0016,Adrenalina 1mg/mL,Medicamento,Clínica Médica,37
2024-03-08,0021,Cateter Venoso 22G,Material Hospitalar,Clínica Médica,117
2024-03-08,0022,Mascara Cirurgica,Material Hospitalar,Urgencia,77
2024-03-08,0011,Ampicilina 1g,Antibiotico,Bloco Cirurgico,9
2024-03-08,0014,Furosemida 20mg,Medicamento,Urgencia,19
2024-03-08,0025,Alcool 70%,Material Hospitalar,UTI,46
2024-03-08,0007,Agulha 25x7,Material Hospitalar,Urgencia,110
2024-03-08,0010,Ceftriaxona 1g,Antibiotico,UTI,7
2024-03-08,0001,Dipirona 500mg/mL,Medicamento,UTI,41
2024-03-08,0005,Seringa 10mL,Material Hospitalar,UTI,27
2024-03-08,0003,Soro Glicosado 5% 500mL,Solucoes,UTI,75
2024-03-08,0024,Esparadrapo,Material Hospitalar,Bloco Cirurgico,91
2024-03-08,0008,Luva Procedimento M,Material Hospitalar,UTI,109
2024-03-08,0006,Seringa 20mL,Material Hospitalar,Clínica Médica,25
2024-03-09,0005,Seringa 10mL,Material Hospitalar,UTI,30
2024-03-09,0015,Hidrocortisona 100mg,Medicamento,Urgencia,35
2024-03-09,0010,Ceftriaxona 1g,Antibiotico,Bloco Cirurgico,17
2024-03-09,0021,Cateter Venoso 22G,Material Hospitalar,Urgencia,19
2024-03-09,0012,Metoclopramida 10mg,Medicamento,UTI,47
2024-03-09,0017,"Atropina 0,25mg/mL",Medicamento,Bloco Cirurgico,46
2024-03-09,0024,Esparadrapo,Material Hospitalar,Urgencia,111
2024-03-09,0023,Compressa Gaze,Material Hospitalar,Urgencia,95
2024-03-09,0003,Soro Glicosado 5% 500mL,Solucoes,Bloco Cirurgico,18
2024-03-09,0016,Adrenalina 1mg/mL,Medicamento,UTI,25
2024-03-09,0020,Cateter Venoso 20G,Material Hospitalar,Bloco Cirurgico,111
2024-03-09,0007,Agulha 25x7,Material Hospitalar,UTI,63
2024-03-09,0014,Furosemida 20mg,Medicamento,Urgencia,29
2024-03-09,0008,Luva Procedimento M,Material Hospitalar,UTI,109
2024-03-09,0025,Alcool 70%,Material Hospitalar,Urgencia,99
2024-03-09,0002,"Soro Fisiologico 0,9% 500mL",Solucoes,Bloco Cirurgico,32
2024-03-10,0018,Cloreto de Sodio 20%,Solucoes,UTI,11
2024-03-10,0013,Ondansetrona 4mg,Medicamento,Clínica Médica,51
2024-03-10,0003,Soro Glicosado 5% 500mL,Solucoes,Urgencia,79
2024-03-10,0014,Furosemida 20mg,Medicamento,Bloco Cirurgico,23
2024-03-10,0025,Alcool 70%,Material Hospitalar,Bloco Cirurgico,81
2024-03-10,0016,Adrenalina 1mg/mL,Medicamento,Urgencia,59
2024-03-10,0024,Esparadrapo,Material Hospitalar,Urgencia,76
2024-03-10,0004,Equipo Macrogotas,Material Hospitalar,Bloco Cirurgico,38
2024-03-11,0021,Cateter Venoso 22G,Material Hospitalar,Urgencia,86
2024-03-11,0018,Cloreto de Sodio 20%,Solucoes,Bloco Cirurgico,72
2024-03-11,0003,Soro Glicosado 5% 500mL,Solucoes,Urgencia,32
2024-03-11,0014,Furosemida 20mg,Medicamento,UTI,1
2024-03-11,0024,Esparadrapo,Material Hospitalar,Urgencia,61
2024-03-11,0020,Cateter Venoso 20G,Material Hospitalar,Urgencia,63
2024-03-11,0016,Adrenalina 1mg/mL,Medicamento,UTI,47
2024-03-11,0025,Alcool 70%,Material Hospitalar,Urgencia,55
2024-03-11,0007,Agulha 25x7,Material Hospitalar,Urgencia,14
2024-03-12,0004,Equipo Macrogotas,Material Hospitalar,Urgencia,103
2024-03-12,0003,Soro Glicosado 5% 500mL,Solucoes,Clínica Médica,12
2024-03-12,0021,Cateter Venoso 22G,Material Hospitalar,Urgencia,116
2024-03-12,0012,Metoclopramida 10mg,Medicamento,Bloco Cirurgico,17
2024-03-12,0007,Agulha 25x7,Material Hospitalar,Clínica Médica,86
2024-03-12,0008,Luva Procedimento M,Material Hospitalar,UTI,104
2024-03-12,0025,Alcool 70%,Material Hospitalar,Urgencia,79
2024-03-12,0024,Esparadrapo,Material Hospitalar,Urgencia,77
2024-03-12,0014,Furosemida 20mg,Medicamento,Clínica Médica,48
2024-03-12,0023,Compressa Gaze,Material Hospitalar,UTI,68
2024-03-12,0019,Glicose 50%,Solucoes,Clínica Médica,15
2024-03-13,0009,Omeprazol 40mg,Medicamento,UTI,17
2024-03-13,0016,Adrenalina 1mg/mL,Medicamento,Urgencia,24
2024-03-13,0010,Ceftriaxona 1g,Antibiotico,Bloco Cirurgico,29
2024-03-13,0003,Soro Glicosado 5% 500mL,Solucoes,UTI,13
2024-03-13,0023,Compressa Gaze,Material Hospitalar,Bloco Cirurgico,45
2024-03-13,0020,Cateter Venoso 20G,Material Hospitalar,Urgencia,37
2024-03-13,0014,Furosemida 20mg,Medicamento,Urgencia,43
2024-03-13,0013,Ondansetrona 4mg,Medicamento,Urgencia,42
2024-03-13,0008,Luva Procedimento M,Material Hospitalar,Urgencia,75
2024-03-13,0007,Agulha 25x7,Material Hospitalar,UTI,57
2024-03-13,0021,Cateter Venoso 22G,Material Hospitalar,Urgencia,110
2024-03-13,0017,"Atropina 0,25mg/mL",Medicamento,Urgencia,29
2024-03-14,0008,Luva Procedimento M,Material Hospitalar,Urgencia,62
2024-03-14,0023,Compressa Gaze,Material Hospitalar,Urgencia,77
2024-03-14,0025,Alcool 70%,Material Hospitalar,Bloco Cirurgico,10
2024-03-14,0006,Seringa 20mL,Material Hospitalar,Urgencia,118
2024-03-14,0020,Cateter Venoso 20G,Material Hospitalar,Clínica Médica,96
2024-03-14,0019,Glicose 50%,Solucoes,UTI,79
2024-03-14,0022,Mascara Cirurgica,Material Hospitalar,Bloco Cirurgico,14
2024-03-14,0017,"Atropina 0,25mg/mL",Medicamento,Urgencia,17
2024-03-14,0016,Adrenalina 1mg/mL,Medicamento,Urgencia,56
2024-03-14,0011,Ampicilina 1g,Antibiotico,Urgencia,29
2024-03-15,0018,Cloreto de Sodio 20%,Solucoes,Urgencia,23
2024-03-15,0022,Mascara Cirurgica,Material Hospitalar,UTI,55
2024-03-15,0001,Dipirona 500mg/mL,Medicamento,Urgencia,57
2024-03-15,0006,Seringa 20mL,Material Hospitalar,Urgencia,24
2024-03-15,0020,Cateter Venoso 20G,Material Hospitalar,Clínica Médica,10
2024-03-15,0009,Omeprazol 40mg,Medicamento,UTI,24
2024-03-15,0002,"Soro Fisiologico 0,9% 500mL",Solucoes,Bloco Cirurgico,67
2024-03-15,0014,Furosemida 20mg,Medicamento,Urgencia,34
2024-03-15,0004,Equipo Macrogotas,Material Hospitalar,Bloco Cirurgico,33
2024-03-15,0024,Esparadrapo,Material Hospitalar,Bloco Cirurgico,76
2024-03-15,0025,Alcool 70%,Material Hospitalar,UTI,58
2024-03-16,0023,Compressa Gaze,Material Hospitalar,Bloco Cirurgico,50
2024-03-16,0001,Dipirona 500mg/mL,Medicamento,Bloco Cirurgico,23
2024-03-16,0002,"Soro Fisiologico 0,9% 500mL",Solucoes,UTI,34
2024-03-16,0012,Metoclopramida 10mg,Medicamento,Urgencia,25
2024-03-16,0016,Adrenalina 1mg/mL,Medicamento,Urgencia,51
2024-03-16,0011,Ampicilina 1g,Antibiotico,Urgencia,16
2024-03-16,0014,Furosemida 20mg,Medicamento,Clínica Médica,54
2024-03-16,0022,Mascara Cirurgica,Material Hospitalar,UTI,25
2024-03-16,0017,"Atropina 0,25mg/mL",Medicamento,Bloco Cirurgico,21
2024-03-16,0003,Soro Glicosado 5% 500mL,Solucoes,UTI,76
2024-03-16,0004,Equipo Macrogotas,Material Hospitalar,Bloco Cirurgico,68
2024-03-16,0018,Cloreto de Sodio 20%,Solucoes,UTI,46
2024-03-16,0019,Glicose 50%,Solucoes,Bloco Cirurgico,63
2024-03-16,0015,Hidrocortisona 100mg,Medicamento,Urgencia,9
2024-03-17,0018,Cloreto de Sodio 20%,Solucoes,Bloco Cirurgico,61
2024-03-17,0024,Esparadrapo,Material Hospitalar,Urgencia,50
2024-03-17,0012,Metoclopramida 10mg,Medicamento,Urgencia,13
2024-03-17,0023,Compressa Gaze,Material Hospitalar,Urgencia,93
2024-03-17,0025,Alcool 70%,Material Hospitalar,Clínica Médica,12
2024-03-17,0013,Ondansetrona 4mg,Medicamento,Urgencia,49
2024-03-17,0007,Agulha 25x7,Material Hospitalar,Bloco Cirurgico,56
2024-03-17,0002,"Soro Fisiologico 0,9% 500mL",Solucoes,UTI,68
2024-03-18,0006,Seringa 20mL,Material Hospitalar,Urgencia,74
2024-03-18,0012,Metoclopramida 10mg,Medicamento,Urgencia,16
2024-03-18,0023,Compressa Gaze,Material Hospitalar,Clínica Médica,22
2024-03-18,0020,Cateter Venoso 20G,Material Hospitalar,Clínica Médica,71
2024-03-18,0013,Ondansetrona 4mg,Medicamento,UTI,12
2024-03-18,0009,Omeprazol 40mg,Medicamento,Urgencia,43
2024-03-18,0005,Seringa 10mL,Material Hospitalar,Clínica Médica,29
2024-03-18,0019,Glicose 50%,Solucoes,Bloco Cirurgico,48
2024-03-19,0012,Metoclopramida 10mg,Medicamento,UTI,6
2024-03-19,0015,Hidrocortisona 100mg,Medicamento,Urgencia,57
2024-03-19,0010,Ceftriaxona 1g,Antibiotico,Clínica Médica,5
2024-03-19,0013,Ondansetrona 4mg,Medicamento,Urgencia,59
2024-03-19,0021,Cateter Venoso 22G,Material Hospitalar,Urgencia,59
2024-03-19,0006,Seringa 20mL,Material Hospitalar,UTI,28
2024-03-19,0011,Ampicilina 1g,Antibiotico,Bloco Cirurgico,27
2024-03-19,0009,Omeprazol 40mg,Medicamento,Urgencia,47
2024-03-19,0001,Dipirona 500mg/mL,Medicamento,Urgencia,33
2024-03-19,0020,Cateter Venoso 20G,Material Hospitalar,UTI,63
2024-03-19,0004,Equipo Macrogotas,Material Hospitalar,Bloco Cirurgico,96
2024-03-19,0016,Adrenalina 1mg/mL,Medicamento,Urgencia,19
2024-03-19,0018,Cloreto de Sodio 20%,Solucoes,Bloco Cirurgico,24
2024-03-19,0017,"Atropina 0,25mg/mL",Medicamento,Urgencia,18
2024-03-20,0014,Furosemida 20mg,Medicamento,UTI,24
2024-03-20,0022,Mascara Cirurgica,Material Hospitalar,Bloco Cirurgico,31
2024-03-20,0013,Ondansetrona 4mg,Medicamento,Urgencia,55
2024-03-20,0015,Hidrocortisona 100mg,Medicamento,Urgencia,29
2024-03-20,0020,Cateter Venoso 20G,Material Hospitalar,Clínica Médica,29
2024-03-20,0016,Adrenalina 1mg/mL,Medicamento,Urgencia,54
2024-03-20,0024,Esparadrapo,Material Hospitalar,Bloco Cirurgico,28
2024-03-20,0003,Soro Glicosado 5% 500mL,Solucoes,UTI,70
2024-03-20,0007,Agulha 25x7,Material Hospitalar,Urgencia,43
2024-03-20,0012,Metoclopramida 10mg,Medicamento,Bloco Cirurgico,6
2024-03-20,0011,Ampicilina 1g,Antibiotico,Urgencia,10
2024-03-20,0001,Dipirona 500mg/mL,Medicamento,UTI,32
2024-03-20,0018,Cloreto de Sodio 20%,Solucoes,UTI,63
2024-03-20,0004,Equipo Macrogotas,Material Hospitalar,Urgencia,11
2024-03-20,0023,Compressa Gaze,Material Hospitalar,Clínica Médica,74
2024-03-20,0021,Cateter Venoso 22G,Material Hospitalar,Urgencia,98
2024-03-20,0019,Glicose 50%,Solucoes,Urgencia,63
2024-03-21,0006,Seringa 20mL,Material Hospitalar,Bloco Cirurgico,57
2024-03-21,0010,Ceftriaxona 1g,Antibiotico,Bloco Cirurgico,10
2024-03-21,0014,Furosemida 20mg,Medicamento,Urgencia,54
2024-03-21,0008,Luva Procedimento M,Material Hospitalar,Urgencia,94
2024-03-21,0005,Seringa 10mL,Material Hospitalar,Clínica Médica,37
2024-03-21,0012,Metoclopramida 10mg,Medicamento,Clínica Médica,4
2024-03-21,0011,Ampicilina 1g,Antibiotico,UTI,9
2024-03-21,0020,Cateter Venoso 20G,Material Hospitalar,UTI,28
2024-03-21,0024,Esparadrapo,Material Hospitalar,UTI,26
2024-03-21,0003,Soro Glicosado 5% 500mL,Solucoes,UTI,45
2024-03-21,0015,Hidrocortisona 100mg,Medicamento,Urgencia,20
2024-03-21,0009,Omeprazol 40mg,Medicamento,Urgencia,39
2024-03-21,0018,Cloreto de Sodio 20%,Solucoes,Urgencia,27
2024-03-22,0009,Omeprazol 40mg,Medicamento,UTI,46
2024-03-22,0012,Metoclopramida 10mg,Medicamento,Urgencia,38
2024-03-22,0022,Mascara Cirurgica,Material Hospitalar,Bloco Cirurgico,100
2024-03-22,0004,Equipo Macrogotas,Material Hospitalar,UTI,60
2024-03-22,0023,Compressa Gaze,Material Hospitalar,Bloco Cirurgico,90
2024-03-22,0006,Seringa 20mL,Material Hospitalar,Clínica Médica,15
2024-03-22,0018,Cloreto de Sodio 20%,Solucoes,Bloco Cirurgico,43
2024-03-22,0020,Cateter Venoso 20G,Material Hospitalar,Urgencia,37
2024-03-22,0007,Agulha 25x7,Material Hospitalar,Clínica Médica,46
2024-03-22,0025,Alcool 70%,Material Hospitalar,Bloco Cirurgico,65
2024-03-22,0017,"Atropina 0,25mg/mL",Medicamento,Bloco Cirurgico,2
2024-03-23,0017,"Atropina 0,25mg/mL",Medicamento,Bloco Cirurgico,14
2024-03-23,0001,Dipirona 500mg/mL,Medicamento,Urgencia,57
2024-03-23,0012,Metoclopramida 10mg,Medicamento,Urgencia,38
2024-03-23,0023,Compressa Gaze,Material Hospitalar,Urgencia,38
2024-03-23,0014,Furosemida 20mg,Medicamento,Urgencia,10
2024-03-23,0013,Ondansetrona 4mg,Medicamento,Clínica Médica,50
2024-03-23,0003,Soro Glicosado 5% 500mL,Solucoes,Clínica Médica,51
2024-03-23,0019,Glicose 50%,Solucoes,Bloco Cirurgico,39
2024-03-23,0007,Agulha 25x7,Material Hospitalar,Bloco Cirurgico,10
2024-03-23,0016,Adrenalina 1mg/mL,Medicamento,Urgencia,27
2024-03-23,0022,Mascara Cirurgica,Material Hospitalar,UTI,32
2024-03-23,0009,Omeprazol 40mg,Medicamento,Urgencia,58
2024-03-23,0010,Ceftriaxona 1g,Antibiotico,Bloco Cirurgico,25
2024-03-23,0020,Cateter Venoso 20G,Material Hospitalar,Bloco Cirurgico,55
2024-03-23,0024,Esparadrapo,Material Hospitalar,Clínica Médica,105
2024-03-23,0021,Cateter Venoso 22G,Material Hospitalar,Bloco Cirurgico,119
2024-03-23,0002,"Soro Fisiologico 0,9% 500mL",Solucoes,Urgencia,62
2024-03-24,0008,Luva Procedimento M,Material Hospitalar,Urgencia,46
2024-03-24,0012,Metoclopramida 10mg,Medicamento,UTI,32
2024-03-24,0002,"Soro Fisiologico 0,9% 500mL",Solucoes,Bloco Cirurgico,27
2024-03-24,0018,Cloreto de Sodio 20%,Solucoes,UTI,70
2024-03-24,0014,Furosemida 20mg,Medicamento,UTI,44
2024-03-24,0023,Compressa Gaze,Material Hospitalar,UTI,31
2024-03-24,0011,Ampicilina 1g,Antibiotico,UTI,17
2024-03-24,0004,Equipo Macrogotas,Material Hospitalar,UTI,41
2024-03-24,0024,Esparadrapo,Material Hospitalar,Clínica Médica,87
2024-03-24,0025,Alcool 70%,Material Hospitalar,Urgencia,45
2024-03-24,0010,Ceftriaxona 1g,Antibiotico,Urgencia,10
2024-03-24,0005,Seringa 10mL,Material Hospitalar,UTI,87
2024-03-24,0015,Hidrocortisona 100mg,Medicamento,Urgencia,47
2024-03-24,0022,Mascara Cirurgica,Material Hospitalar,Urgencia,28
2024-03-25,0007,Agulha 25x7,Material Hospitalar,Urgencia,38
2024-03-25,0014,Furosemida 20mg,Medicamento,UTI,24
2024-03-25,0020,Cateter Venoso 20G,Material Hospitalar,Bloco Cirurgico,80
2024-03-25,0004,Equipo Macrogotas,Material Hospitalar,Urgencia,35
2024-03-25,0021,Cateter Venoso 22G,Material Hospitalar,Clínica Médica,16
2024-03-25,0005,Seringa 10mL,Material Hospitalar,Bloco Cirurgico,112
2024-03-25,0022,Mascara Cirurgica,Material Hospitalar,UTI,71
2024-03-25,0013,Ondansetrona 4mg,Medicamento,Bloco Cirurgico,25
2024-03-25,0006,Seringa 20mL,Material Hospitalar,Bloco Cirurgico,12
2024-03-25,0017,"Atropina 0,25mg/mL",Medicamento,UTI,53
2024-03-25,0012,Metoclopramida 10mg,Medicamento,Urgencia,26
2024-03-25,0002,"Soro Fisiologico 0,9% 500mL",Solucoes,Urgencia,29
2024-03-25,0018,Cloreto de Sodio 20%,Solucoes,Bloco Cirurgico,77
2024-03-26,0017,"Atropina 0,25mg/mL",Medicamento,Urgencia,6
2024-03-26,0004,Equipo Macrogotas,Material Hospitalar,Urgencia,66
2024-03-26,0011,Ampicilina 1g,Antibiotico,Bloco Cirurgico,15
2024-03-26,0010,Ceftriaxona 1g,Antibiotico,Urgencia,25
2024-03-26,0020,Cateter Venoso 20G,Material Hospitalar,Clínica Médica,91
2024-03-26,0025,Alcool 70%,Material Hospitalar,Urgencia,54
2024-03-26,0008,Luva Procedimento M,Material Hospitalar,Clínica Médica,29
2024-03-26,0006,Seringa 20mL,Material Hospitalar,Clínica Médica,115
2024-03-26,0005,Seringa 10mL,Material Hospitalar,Urgencia,92
2024-03-26,0015,Hidrocortisona 100mg,Medicamento,Urgencia,14
2024-03-26,0018,Cloreto de Sodio 20%,Solucoes,Urgencia,63
2024-03-26,0002,"Soro Fisiologico 0,9% 500mL",Solucoes,Bloco Cirurgico,8
2024-03-26,0023,Compressa Gaze,Material Hospitalar,UTI,84
2024-03-26,0003,Soro Glicosado 5% 500mL,Solucoes,Bloco Cirurgico,34
2024-03-26,0013,Ondansetrona 4mg,Medicamento,Urgencia,49
2024-03-27,0025,Alcool 70%,Material Hospitalar,Clínica Médica,38
2024-03-27,0023,Compressa Gaze,Material Hospitalar,Urgencia,25
2024-03-27,0011,Ampicilina 1g,Antibiotico,Bloco Cirurgico,3
2024-03-27,0006,Seringa 20mL,Material Hospitalar,UTI,99
2024-03-27,0020,Cateter Venoso 20G,Material Hospitalar,Clínica Médica,110
2024-03-27,0019,Glicose 50%,Solucoes,UTI,66
2024-03-27,0012,Metoclopramida 10mg,Medicamento,Urgencia,42
2024-03-27,0017,"Atropina 0,25mg/mL",Medicamento,UTI,11
2024-03-27,0018,Cloreto de Sodio 20%,Solucoes,Urgencia,12
2024-03-27,0003,Soro Glicosado 5% 500mL,Solucoes,UTI,61
2024-03-27,0001,Dipirona 500mg/mL,Medicamento,Urgencia,59
2024-03-27,0021,Cateter Venoso 22G,Material Hospitalar,Clínica Médica,103
2024-03-27,0010,Ceftriaxona 1g,Antibiotico,Clínica Médica,12
2024-03-27,0007,Agulha 25x7,Material Hospitalar,Bloco Cirurgico,89
2024-03-27,0014,Furosemida 20mg,Medicamento,Urgencia,2
2024-03-27,0013,Ondansetrona 4mg,Medicamento,Urgencia,51
2024-03-28,0009,Omeprazol 40mg,Medicamento,Urgencia,20
2024-03-28,0025,Alcool 70%,Material Hospitalar,Bloco Cirurgico,93
2024-03-28,0024,Esparadrapo,Material Hospitalar,Urgencia,37
2024-03-28,0008,Luva Procedimento M,Material Hospitalar,Urgencia,46
2024-03-28,0016,Adrenalina 1mg/mL,Medicamento,Urgencia,6
2024-03-28,0021,Cateter Venoso 22G,Material Hospitalar,UTI,105
2024-03-28,0002,"Soro Fisiologico 0,9% 500mL",Solucoes,Urgencia,9
2024-03-28,0019,Glicose 50%,Solucoes,UTI,50
2024-03-28,0007,Agulha 25x7,Material Hospitalar,Bloco Cirurgico,15
2024-03-28,0004,Equipo Macrogotas,Material Hospitalar,UTI,119
2024-03-28,0011,Ampicilina 1g,Antibiotico,Clínica Médica,8
2024-03-28,0010,Ceftriaxona 1g,Antibiotico,Bloco Cirurgico,7
2024-03-28,0005,Seringa 10mL,Material Hospitalar,Clínica Médica,111
2024-03-28,0012,Metoclopramida 10mg,Medicamento,Urgencia,8
2024-03-28,0013,Ondansetrona 4mg,Medicamento,Urgencia,54
2024-03-28,0014,Furosemida 20mg,Medicamento,Bloco Cirurgico,38
2024-03-28,0001,Dipirona 500mg/mL,Medicamento,Urgencia,20
2024-03-29,0012,Metoclopramida 10mg,Medicamento,UTI,58
2024-03-29,0004,Equipo Macrogotas,Material Hospitalar,UTI,89
2024-03-29,0010,Ceftriaxona 1g,Antibiotico,UTI,29
2024-03-29,0001,Dipirona 500mg/mL,Medicamento,UTI,25
2024-03-29,0002,"Soro Fisiologico 0,9% 500mL",Solucoes,Urgencia,33
2024-03-29,0008,Luva Procedimento M,Material Hospitalar,Bloco Cirurgico,52
2024-03-29,0007,Agulha 25x7,Material Hospitalar,Bloco Cirurgico,70
2024-03-29,0009,Omeprazol 40mg,Medicamento,Urgencia,20
2024-03-29,0020,Cateter Venoso 20G,Material Hospitalar,UTI,96
2024-03-29,0014,Furosemida 20mg,Medicamento,Clínica Médica,46
